Table ac_average_period;;;;
"Table to save aircraft average cycles, hours etc. for a certain period of time";;;;
[I];message_id;SPEC2K_M;int;"Link to message/spec2k_message."
;det_status;ALPHANUM;univarchar(256);"Current status."
[I];ref_id;ALPHANUM;univarchar(20);"REF_ID. The ref_id can also be taken as a message ID."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_inbound_messages;;;;
"Storage for inbound messages that should be handled in the SPEC2000-Framework. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_inbox;;;;
"INBOX for SPEC2000 Messages. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;mutation;DATE;int;"default column descriptio"
;mutator;SG;univarchar(8);"default column descriptio"
;status;INT;int;"default column descriptio"
;mutation_time;TIME;int;"default column descriptio"
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_inbox_err;;;;
"INBOX for SPEC2000 Messages with ERRORS. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;other_text;ALPHANUM;unitext(1073741823);"Closer description of the error that let to the removal of the message."
;mutation;DATE;int;"default column descripti"
;mutator;SG;univarchar(8);"default column descriptio"
;status;INT;int;"default column descriptio"
;mutation_time;TIME;int;"default column descriptio"
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_inbox_pending;;;;
"Folder for pending SPEC2000-Messages. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;other_text;ALPHANUM;unitext(1073741823);"Closer description of the reason why the message is pending."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_messages;;;;
"Storage for inbound messages that should be handled in the SPEC2000-Framework.";;;;
Keys;Name;Mime-Type;Type;Description
;transaction_type;ALPHANUM;univarchar(256);"The messages SPEC2000 transaction type."
;on_hold;BOOL;univarchar(1);"On hold flag for message. Y = on hold N or null = not on hold"
;on_hold_since;DATE;int;"Date the message was set on hold for the last time."
;on_hold_by;ALPHANUM;univarchar(8);"The AMOS user who set this message on hold."
;inbox_time;TIME;int;"Time the message was queued to the inbox."
;send_time;TIME;int;"Time the message was sent. (Only if outbound!)"
;send_date;DATE;int;"Date the message was sent. (Only if outbound!)"
;inbox_date;DATE;int;"Date the message was queued to the inbox."
;outbox_time;TIME;int;"Time the message was queued to the outbox."
;outbox_date;DATE;int;"Date the message was queued to the outbox."
;sender_address_type;INT;int;"SPEC2000 address-type of the messages sender-address. (Refers to communication_type_i.)"
;receiver_address_type;INT;int;"SPEC2000 address-type of the messages receiver-address. (Refers to communication_type_i.)"
;message_timeout;ALPHANUM;univarchar(32);"Message timout as amount of milliseconds. The timeout is due if the point in time that is given by the amount is passed. (Storage: long) A timeout less or equal zero is regarded as un-set/NO TIMEOUT."
[I];ref_id;ALPHANUM;univarchar(20);"The messages ref_id."
[I];sender;ALPHANUM;univarchar(256);"Sender of the received message."
[I];receiver;VD;univarchar(256);"Receivers address."
[P,I];message_id;INT;int;"Message id. Every received message get`s an index."
;content_processed;ALPHANUM;unitext(1073741823);"(Processed) content of the received message."
;content_raw;ALPHANUM;unitext(1073741823);"(Raw) content of the received message. The messages content is saved ""as is"", without beein parsed or chopped."
;send_counter;INT;int;"Number of times the message was sent (outbound). Only applicable for outgoing messages!"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_outbox;;;;
"OUTBOX for SPEC2000 Messages. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;mutation;DATE;int;"NO DESCRIPTION YET!"
;mutator;SG;univarchar(8);"NO DESCRIPTION YET!"
;status;INT;int;"NO DESCRIPTION YET!"
;mutation_time;TIME;int;"NO DESCRIPTION YET!"
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_outbox_history;;;;
"History of the SPEC2000 OUTBOX. (DB representation of a SPEC2000 MessageLocation.)";;;;
Keys;Name;Mime-Type;Type;Description
;mutation;DATE;int;"NO DESCRIPTION YET!"
[P];message_id;INT;int;"Message id. Every received message gets an id. (Reference to spec2k_messages)"
;mutator;SG;univarchar(8);"NO DESCRIPTION YET!"
;status;INT;int;"NO DESCRIPTION YET!"
;mutation_time;TIME;int;"NO DESCRIPTION YET!"
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_ref_id;;;;
"REgistration of REF_ID`s for the SPEC2000 Messages.";;;;
Keys;Name;Mime-Type;Type;Description
[I];buyer_address_i;AD;int;"Address identifier of the buyer."
[I];invoiceno_i;IVC;int;"Reference to the invoice table od_invoice."
[P];ref_id;ALPHANUM;univarchar(20);"REF_ID. The ref_id can also be taken as a message ID."
[I];orderno_i;INT;int;"orderno_i of the encoded order."
[P,I];detailno_i;INT;int;"Ref. to od_detail.detailno_i"
[I];address_i;AD;int;"Address identifier of a supplier. Reference to address.address_i."
;ext_quotation_number;ALPHANUM;univarchar(15);"External (vendor) quotation number. (E.g. used by Spec2000 to store vendor Quotation Numbers from S1QUOTES)"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_timeouts;;;;
"Configured timeouts for the SPEC2000-Transactions.";;;;
Keys;Name;Mime-Type;Type;Description
[P];spec2k_timeoutsno_i;INT;int;""
[U];spec2k_transactionsno_i;INT;int;"Reference to the transaction settings entity."
[U,I];spec2k_priority;ALPHANUM;univarchar(7);"SPEC2000 Order Priority."
[I];timeout_hours;INT;int;"Granted timeout in hours."
[I];address_i;AD;int;"Reference to a customers address-code. DEPRECATED Not used since 10.90."
[U,I];transaction_pk;INT;int;"The spec2k-Transactions primary-key."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table spec2k_transactions;;;;
"Main table listing all SPEC 2000 transaction settings.";;;;
Keys;Name;Mime-Type;Type;Description
;family;ALPHANUM;univarchar(10);"SPEC2000 Transaction-family, e.g. CLASSIC, XML."
;remark;ALPHANUM;unitext(1073741823);"Additional information regarding this transaction settings."
[I];master_address_i;AD;int;"The address_i of the address which owns this configuration."
[P];spec2k_transactionsno_i;INT;int;"The primary key of the spec2k_transactions table."
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table spec2kgen2_def_attr;;;;
"default table description [copy]";;;;
Keys;Name;Mime-Type;Type;Description
;editable;BOOL;univarchar(1);"Defines if the default value can be modified in Order Management."
;default_value;ALPHANUM;univarchar(2);"Show the default display value in Order Management."
;key_value;ALPHANUM;univarchar(25);"Key of the default field defined in an enum."
[I];connectorno_i;INT;int;"Link to the connector"
[P];spec2kgen2_def_attrno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table special;;;;
"Special values used to extend the part with additional information. E.g. code ""COMMOD"" for commodity code.";;;;
Keys;Name;Mime-Type;Type;Description
;spec2500_asset_type;ALPHANUM;univarchar(20);"Asset type according to ATA Spec 2500 standard."
[P];special;ALPHANUM;univarchar(6);"The code e.g. ""COMMOD"" for ""Commodity Code""."
;description;ALPHANUM;univarchar(36);"The description."
;table_name;ALPHANUM;univarchar(40);"Modules where the special belongs to."
;disp_message;BOOL;univarchar(1);"""Y"" or ""N"". This is used e.g. in Stock Info panel or in Order Management ""Partno change on order"" workflow to display only the flagged specials."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mime_type;ALPHANUM;univarchar(12);"mime type for special"
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table special_code_link;;;;
"special code reference  linked to a Work Step or Work Template";;;;
Keys;Name;Mime-Type;Type;Description
[P];special_linkno_i;INT;int;"primary key"
[U];special;ALPHANUM;univarchar(8);"reference to special codes (FK to msc_special)"
[U];source_type;MIME;univarchar(8);"The mimetype of the source special code owner object."
[U,I];source_pk;INT;int;"the primary key of the source special code owner object"
Table special_codes;;;;
"this table contains all special codes";;;;
Keys;Name;Mime-Type;Type;Description
[P];specialno_i;INT;int;"primary key for this table"
[I];groupno_i;INT;int;"link to a specific ac_group"
;special_code;ALPHANUM;univarchar(12);"special code name"
;description;ALPHANUM;univarchar(70);"special code description"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table special_contract;;;;
"default table description";;;;
Keys;Name;Mime-Type;Type;Description
[P];special_contract;SP_CO;univarchar(2);""
;description;ALPHANUM;univarchar(36);""
;type;ALPHANUM;univarchar(6);""
;remarks;ALPHANUM;unitext(1073741823);""
[I];address_i;AD;int;""
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table sr_criterion;;;;
"a criterion used in supplier rating";;;;
Keys;Name;Mime-Type;Type;Description
[P];criterion_i;INT;int;"unique ID of the criterion"
[I];criterion_group_i;INT;int;"link to sr_criterion_group table"
;name;ALPHANUM;univarchar(32);"the name of the criterion"
;associated_program;ALPHANUM;univarchar(2);"program associated with this criterion (AA= Address Admin, OM = Order management, RG = Receiving Goods, UD = User Defined)"
;weighing;INT;int;"the weight of this criterion compared to the other criterion of the same group"
;is_mandatory;ALPHANUM;univarchar(1);"contains Y if the criterion has to be filled during supplier rating."
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table sr_criterion_group;;;;
"table containing all criterion group used in active supplier rating.";;;;
Keys;Name;Mime-Type;Type;Description
[P];criterion_group_i;INT;int;"Unique ID of the criterion group"
;name;ALPHANUM;univarchar(32);"the name of the criterion group"
;weighing;INT;int;"the weight of this criterion group compared to the others."
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table sr_criterion_value;;;;
"table containing all different criterion values.";;;;
Keys;Name;Mime-Type;Type;Description
[P];value_i;INT;int;"unique key of this table"
;value;INT;int;"the value associated with this criterion value (between 0 and 100)"
[I];criterion_i;INT;int;"link to table sr_criterion"
;text;ALPHANUM;univarchar(128);"text associated with this criterion value"
;is_default;ALPHANUM;univarchar(1);"contains Y if the value is the default value for the criterion."
;fulfilment_level;ALPHANUM;univarchar(32);"the fulfilment level associated with this criterion value (OK-Attention-Error)"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table sr_criterions;;;;
"This table contains one entry, the Supplier Rating Tree 				in XML. ";;;;
Keys;Name;Mime-Type;Type;Description
[P];criterions_i;INT;int;"Primary key. Normally 1 (for the single entry)."
;criterions;ALPHANUM;unitext(1073741823);"The Supplier Rating Tree in XML."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table sr_vote;;;;
"table containing all different criterion values.";;;;
Keys;Name;Mime-Type;Type;Description
[I];address_i;INT;int;"the address_i of the evaluated supplier"
[I];ref_object_i;INT;int;"contains the receiving no_i or the shipment no_i "
[P];vote_i;INT;int;"unique key of this table"
;value;INT;int;"the value associated with this criterion value (between 0 and 100)"
[I];criterion_i;INT;int;"link to table sr_criterion"
;text;ALPHANUM;univarchar(128);"text associated with this criterion value"
;remarks;ALPHANUM;univarchar(200);"remarks associated with the vote"
;fulfilment_level;ALPHANUM;univarchar(32);"the fulfilment level associated with this criterion value (OK-Attention-Error)"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
[I];created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table sr_vote_address_admin;;;;
"There are several tables which contain supplier rating  				votes. Each table stores votes for a particular program. 				The address admin votes are entered in AddressManagement.";;;;
Keys;Name;Mime-Type;Type;Description
[P];vote_i;INT;int;"primary key"
[I];criterion_i;INT;int;"Connection to criterion which is saved in the  						Supplier Rating Tree in	the sr_criterions table"
;rating;INT;int;"The rating value which was entered during rating. 						This value can be changed by the user using Active  						Supplier Rating."
;rating_text;ALPHANUM;univarchar(50);"Text entered during rating. This text can be  						changed by the user using Active Supplier Rating."
;rating_remark;ALPHANUM;univarchar(200);"Text which is associated with rating value. It 						is defined in Active Supplier Rating for each rating option  						and is saved together with the rating ifself."
[I];address_i;AD;int;"Defines the supplier which this rating was saved 						for."
;fulfilment_level;ALPHANUM;univarchar(10);"Defines the Supplier Rating Fulfilment level for 						this rating. Either OK, Attention or Error. It 						is defined in Active Supplier Rating for each rating option."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"Normally the status is 0 (active). The  						rating can be set to inactive (9) by the user in Active 						Supplier Rating."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table sr_vote_incoming_shipment;;;;
"There are several tables which contain supplier rating votes. Each table stores votes for a particular program. This table stores the votes entered in Incoming Shipment.";;;;
Keys;Name;Mime-Type;Type;Description
[I];criterion_i;INT;int;"Connection to criterion which is saved in the Supplier Rating Tree in	the sr_criterions table"
[I,I];address_i;AD;int;"Defines the supplier which this rating was saved for."
[P];vote_i;INT;int;"The primary key"
;fulfilment_level;ALPHANUM;univarchar(10);"Defines the Supplier Rating Fulfilment level for this rating. Either OK, Attention or Error. It is defined in Active Supplier Rating for each rating option."
;rating_text;ALPHANUM;univarchar(50);"Text entered during rating. This text can be changed by the user using Active Supplier Rating."
;rating_remark;ALPHANUM;univarchar(200);"Text which is associated with rating value. It is defined in Active Supplier Rating for each rating option and is saved together with the rating ifself."
;rating;INT;int;"The rating value which was entered during rating. This value can be changed by the user using Active Supplier Rating."
[I];shipment_detailno_i;INT;int;"Link to the shipment detail"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
[I];status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table sr_vote_receiving_goods;;;;
"There are several tables which contain supplier rating  				votes. Each table stores votes for a particular program. 				The receiving goods votes are entered in Receiving Goods.";;;;
Keys;Name;Mime-Type;Type;Description
[P];vote_i;INT;int;"primary key"
[I];criterion_i;INT;int;"Connection to criterion which is saved in the  						Supplier Rating Tree in	the sr_criterions table"
;rating;INT;int;"The rating value which was entered during rating. 						This value can be changed by the user using Active  						Supplier Rating."
;rating_text;ALPHANUM;univarchar(50);"Text entered during rating. This text can be  						changed by the user using Active Supplier Rating."
;rating_remark;ALPHANUM;univarchar(200);"Text which is associated with rating value. It 						is defined in Active Supplier Rating for each rating option  						and is saved together with the rating ifself."
[I];recdetailno_i;INT;int;"Connection to the receiving detail which is associated 						with this rating."
[I,I];address_i;AD;int;"Defines the supplier which this rating was saved 						for."
;fulfilment_level;ALPHANUM;univarchar(10);"Defines the Supplier Rating Fulfilment level for 						this rating. Either OK, Attention or Error. It 						is defined in Active Supplier Rating for each rating option."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
[I];status;INT;int;"Normally the status is 0 (active). The  						rating can be set to inactive (9) by the user in Active 						Supplier Rating."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table sr_vote_user_defined;;;;
"There are several tables which contain supplier rating  				votes. Each table stores votes for a particular program. 				The user defined votes are entered in ActiveSupplierRating itself.";;;;
Keys;Name;Mime-Type;Type;Description
[P];vote_i;INT;int;"primary key"
[I];criterion_i;INT;int;"Connection to criterion which is saved in the  						Supplier Rating Tree in	the sr_criterions table"
;rating;INT;int;"The rating value which was entered during rating. 						This value can be changed by the user using Active  						Supplier Rating."
;rating_text;ALPHANUM;univarchar(50);"Text entered during rating. This text can be  						changed by the user using Active Supplier Rating."
;rating_remark;ALPHANUM;univarchar(200);"Text which is associated with rating value. It 						is defined in Active Supplier Rating for each rating option  						and is saved together with the rating ifself."
[I];address_i;AD;int;"Defines the supplier which this rating was saved 						for."
;fulfilment_level;ALPHANUM;univarchar(10);"Defines the Supplier Rating Fulfilment level for 						this rating. Either OK, Attention or Error. It 						is defined in Active Supplier Rating for each rating option."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"Normally the status is 0 (active). The  						rating can be set to inactive (9) by the user in Active 						Supplier Rating."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table srm_reference;;;;
"Structural Repair Manual references from an OEM document.";;;;
Keys;Name;Mime-Type;Type;Description
;sheet_number;ALPHANUM;univarchar(8);"The sheet number for a sheet within a graphic. Unique per graphic element, but not necessarily unique in the document itself."
;supplemental;BOOL;univarchar(1);"Flag indicating if it is a supplemental."
[P,I];no_i;INT;int;"Unique identifier for the table."
;variant_number;HTML;univarchar(2);"The last two digits of a three-character element at the sixth position of a task or subtask number (xx-xx-xxxxx-xxx-xXX). Identifies variants of a particular sequence number of a task or subtask."
;configuration_number;ALPHANUM;univarchar(20);"The corresponding configuration letter (attribute @CONFNBR), might be null."
;tr;INT;int;"If non NULL, this column points to the temporary revision this reference belongs to."
[I,I];revision_no_i;INT;int;"Unique handle of the OEM document revision"
[I,I,I];ref_type;ALPHANUM;univarchar(1);"Reference Type. Valid values: task card `C`, task `T`, subtask `S`"
[I];chapter;ATA;univarchar(4);"The chapter that reference belongs to"
[I];section;ALPHANUM;univarchar(4);"The corresponding section, might be null."
[I];subject;ALPHANUM;univarchar(4);"The corresponding subject, might be null."
;page_block;ALPHANUM;univarchar(4);"Page block number, might be null. "
;function_code;ALPHANUM;univarchar(6);"The corresponding function code, might be null. "
;sequence_number;ALPHANUM;univarchar(6);"The corresponding sequence number, might be null."
;configuration_letter;ALPHANUM;univarchar(20);"The corresponding configuration letter (attribute @CONFLTR), might be null."
[I,I];unique_key;ALPHANUM;univarchar(256);"Unique key for this entry"
[I,I];parent_key;ALPHANUM;univarchar(256);"The unique key of this reference`s parent"
;order_number;INT;int;"For tasks, the order in which they appear in a task card. For sub tasks, the order in which they appear in tasks."
;reference_string;TSK;univarchar(24);"The reference"
;title;ALPHANUM;unitext(1073741823);"The title for the reference"
;effectivity;ALPHANUM;unitext(1073741823);"The effectivity. A list of serial numbers separated by spaces."
[I,I];mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
[I,I];mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table staff_access_right;;;;
"Extended access rights definition for Admin Logins";;;;
Keys;Name;Mime-Type;Type;Description
[I];admin_group;ALPHANUM;univarchar(12);"Contains the user_group of the staff access rights"
[I];amos_key_noi;INT;int;"Internal NO to AmosTypes"
[P];extended_access_rights_noi;INT;int;"Primary key of the table"
[I];admin_login;ALPHANUM;univarchar(8);"Amos Login ID"
[I];amos_type;MIME;univarchar(8);"Code of the Amos_Type"
[I];amos_key_char;ALPHANUM;univarchar(255);"Value of Amos_Type"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table staff_pqs_class;;;;
"Used to define the PQS Qualification Classes";;;;
Keys;Name;Mime-Type;Type;Description
[P];pqs_class_no_i;INT;int;"Unique id of the Qualification Class"
[U];pqs_class_id;ALPHANUM;univarchar(12);"The PQS Class id"
;label;ALPHANUM;univarchar(100);"The label used for the PQS Class"
;description;ALPHANUM;univarchar(255);"The description of the Qualification Category"
;sort_order;INT;int;"The sort order of the Qualification Category"
;is_system;BOOL;univarchar(1);"Indicates if the Qualification Class is a system one"
;is_planning;BOOL;univarchar(1);"Indicates if the Qualification Class is used for Planning"
;is_signing;BOOL;univarchar(1);"Indicates if the Qualification Class is used for Signing"
;is_training;BOOL;univarchar(1);"Indicates if the Qualification Class is used for Training"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table staff_pqs_priority;;;;
"default table description";;;;
Keys;Name;Mime-Type;Type;Description
;nb_employee;INT;int;"The number of employee who own this qualification."
;priority;INT;int;"The Priority of the Planning Qualification."
[I];ac_sub_type;AT;univarchar(6);"The Aircraft Sub-Type of the Qualification."
[I];ac_model;AT;univarchar(6);"The Aircraft Model of the Qualification."
[I];ac_type;AT;univarchar(6);"The Aircraft Type of the Qualification."
[I];planning_qualification;ALPHANUM;univarchar(12);"The planning qualification."
[P];staff_pqs_priorityno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table staff_pqs_qualification;;;;
"Defines the personal qualifications of the employees";;;;
Keys;Name;Mime-Type;Type;Description
;ac_operator;VD;univarchar(12);"The Operator of the AC"
[P];pqs_qualification_no_i;INT;int;"The unique no i of the personal qualification"
[I];pqs_type_no_i;INT;int;"The unique no i of the PQS Type"
[I];employee_no_i;INT;int;"The employee no i"
;ac_type;AT;univarchar(36);"The type of the AC"
;ac_model;AT;univarchar(6);"The model of the AC"
;ac_sub_type;ALPHANUM;univarchar(6);"The sub type of the AC"
;skill;ALPHANUM;univarchar(12);"The skill needed for the license"
;scope;ALPHANUM;univarchar(12);"The scope needed for the license"
;start_date;DATE;int;"Start date associated with the event"
;end_date;DATE;int;"End date associated with the event"
;issue_date;DATE;int;"The issue date of the license"
;effective_from;DATE;int;"Effective date associated with the event"
;expiry_date;DATE;int;"The expiry date of the license"
